framework,version,device,op_name,kernel_source,mla_dtype,kv_cache_dtype,num_heads,batch_size,isl,tp_size,step,latency,ops,mem_bytes,intensity_op,intensity_hw,rel_ratio,sol_math,sol_mem,mfu,mbu
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,1,1024,1,128,31,0.0478720019261042,71303168,38797312,1.837837837837838,312.5,0.005881081081081082,2.85212672e-05,0.004849664,0.0005957817942108579,0.10130480875828005
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,128,1024,1,1,63,0.1381333371003469,18253611008,322371584,56.62289083146981,625.0,0.09059662533035169,0.0036507222016,0.040296448,0.026428972746440887,0.2917213820058996
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,128,1024,1,1,63,0.0827893316745758,18253611008,359530496,50.7706890266132,312.5,0.16246620488516222,0.0073014444032,0.044941312000000004,0.08819305888227429,0.5428394104768605
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,64,1024,1,2,63,0.0825013319651285,9126805504,179765248,50.7706890266132,625.0,0.08123310244258111,0.0018253611008,0.022470656000000002,0.022125231888032306,0.27236719050181946
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,64,1024,1,2,63,0.0596959988276163,9126805504,216924160,42.073716012084596,312.5,0.1346358912386707,0.0036507222016,0.02711552,0.06115522435837222,0.4542267577815607
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,32,1024,1,4,63,0.0829706688721974,4563402752,108462080,42.073716012084596,625.0,0.06731794561933535,0.0009126805504,0.01355776,0.011000038481138842,0.16340425097552835
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,32,1024,1,4,63,0.0905706683794657,4563402752,145620992,31.337533753375336,312.5,0.10028010801080108,0.0018253611008,0.018202624,0.02015399834692893,0.2009770307064105
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,16,1024,1,8,63,0.0456906656424204,2281701376,72810496,31.337533753375336,625.0,0.05014005400540054,0.0004563402752,0.009101312,0.009987604005845821,0.19919412142575804
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,16,1024,1,8,63,0.0542080005009969,2281701376,109969408,20.748510131108464,312.5,0.06639523241954709,0.0009126805504,0.013746176,0.01683663927768772,0.253582051965691
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,8,1024,1,16,63,0.0373973324894905,1140850688,54984704,20.748510131108464,625.0,0.033197616209773545,0.0002281701376,0.006873088,0.006101240981936907,0.1837855147003197
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,8,1024,1,16,63,0.0479413320620854,1140850688,92143616,12.38122332859175,312.5,0.0396199146514936,0.0004563402752,0.011517952,0.009518723313925158,0.240250979782621
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,4,1024,1,32,63,0.0359146669507026,570425344,46071808,12.38122332859175,625.0,0.0198099573257468,0.0001140850688,0.005758976,0.0031765592858370682,0.16035164708348595
