framework,version,device,op_name,kernel_source,batch_size,seq_len,hidden_size,tp_size,latency
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,31590,5120,1,2.4664127349853517
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,31590,5120,2,2.4669023513793946
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,31590,5120,4,2.4672672271728517
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,31590,5120,8,2.4675519943237303
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,43120,5120,1,3.3634368896484377
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,43120,5120,2,3.363372802734375
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,43120,5120,4,3.3634719848632812
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,43120,5120,8,3.364704132080078
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,47190,5120,1,3.678998565673828
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,47190,5120,2,3.67825927734375
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,47190,5120,4,3.6785118103027346
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,47190,5120,8,3.677926254272461
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,71280,5120,1,5.548553466796875
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,71280,5120,2,5.549407958984375
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,71280,5120,4,5.548092651367187
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,71280,5120,8,5.549177551269532
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,106480,5120,1,8.289443206787109
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,106480,5120,2,8.290972900390624
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,106480,5120,4,8.29114227294922
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,106480,5120,8,8.2889404296875
